no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_income_ratio,asset_coverage_ratio,income_per_dependent,wealth_cibil_score,loan_status
0,0,1,4200000,16400000,20,539,26100000.0,3.9047619047619047,1.5914634146341464,4200000.0,14067900000.0,0
5,1,0,2600000,9100000,8,852,18000000.0,3.5,1.978021978021978,433333.3333333333,15336000000.0,1
3,0,0,3700000,8500000,20,853,26400000.0,2.2972972972972974,3.1058823529411765,925000.0,22519200000.0,1
0,1,0,8800000,30900000,12,729,39500000.0,3.5113636363636362,1.27831715210356,8800000.0,28795500000.0,1
2,0,0,2100000,4700000,2,546,16400000.0,2.238095238095238,3.4893617021276597,700000.0,8954400000.0,0
3,1,1,900000,2400000,10,489,4100000.0,2.6666666666666665,1.7083333333333333,225000.0,2004900000.0,0
3,1,1,9800000,35400000,6,869,63900000.0,3.6122448979591835,1.805084745762712,2450000.0,55529100000.0,1
2,0,0,8000000,20000000,2,502,47800000.0,2.5,2.39,2666666.6666666665,23995600000.0,0
0,1,0,9800000,38800000,8,652,77300000.0,3.9591836734693877,1.9922680412371134,9800000.0,50399600000.0,1
0,0,1,300000,1100000,8,789,1700000.0,3.6666666666666665,1.5454545454545454,300000.0,1341300000.0,1
4,0,0,2700000,8100000,4,325,19100000.0,3.0,2.3580246913580245,540000.0,6207500000.0,1
3,1,1,7400000,19600000,2,716,46300000.0,2.6486486486486487,2.3622448979591835,1850000.0,33150800000.0,1
3,1,0,9200000,34300000,18,523,67500000.0,3.7282608695652173,1.967930029154519,2300000.0,35302500000.0,0
5,0,0,9500000,22200000,20,352,62300000.0,2.336842105263158,2.8063063063063063,1583333.3333333333,21929600000.0,0
5,1,1,3800000,14400000,2,345,21800000.0,3.789473684210526,1.5138888888888888,633333.3333333334,7521000000.0,1
0,1,0,8300000,19400000,18,649,54200000.0,2.3373493975903616,2.7938144329896906,8300000.0,35175800000.0,1
2,1,1,2800000,7400000,18,666,12100000.0,2.642857142857143,1.635135135135135,933333.3333333334,8058600000.0,1
0,1,0,8600000,20900000,10,813,54000000.0,2.4302325581395348,2.583732057416268,8600000.0,43902000000.0,1
0,0,0,5400000,16800000,10,599,34800000.0,3.111111111111111,2.0714285714285716,5400000.0,20845200000.0,1
5,1,1,4200000,9400000,6,678,25800000.0,2.238095238095238,2.74468085106383,700000.0,17492400000.0,1
5,0,0,5200000,12200000,20,513,37600000.0,2.3461538461538463,3.081967213114754,866666.6666666666,19288800000.0,0
5,1,0,9400000,27900000,4,870,41200000.0,2.9680851063829787,1.4767025089605734,1566666.6666666667,35844000000.0,1
3,1,0,8800000,20400000,8,483,54600000.0,2.3181818181818183,2.676470588235294,2200000.0,26371800000.0,0
1,1,1,5900000,16700000,16,308,39000000.0,2.830508474576271,2.3353293413173652,2950000.0,12012000000.0,0
3,1,1,1700000,4900000,16,591,11400000.0,2.8823529411764706,2.326530612244898,425000.0,6737400000.0,1
1,0,0,7000000,23000000,10,886,48000000.0,3.2857142857142856,2.0869565217391304,3500000.0,42528000000.0,1
4,0,0,1700000,4000000,6,829,8500000.0,2.3529411764705883,2.125,340000.0,7046500000.0,1
0,0,0,1500000,4900000,12,651,9800000.0,3.2666666666666666,2.0,1500000.0,6379800000.0,1
4,0,0,2000000,4700000,18,733,17200000.0,2.35,3.6595744680851063,400000.0,12607600000.0,1
5,1,1,3900000,15500000,12,433,27400000.0,3.9743589743589745,1.767741935483871,650000.0,11864200000.0,0
1,1,1,900000,3600000,14,713,5300000.0,4.0,1.4722222222222223,450000.0,3778900000.0,1
1,1,0,6900000,22500000,18,403,32400000.0,3.260869565217391,1.44,3450000.0,13057200000.0,0
0,1,1,2800000,7800000,10,405,20800000.0,2.7857142857142856,2.6666666666666665,2800000.0,8424000000.0,0
3,1,1,6800000,19900000,10,516,56500000.0,2.926470588235294,2.8391959798994977,1700000.0,29154000000.0,0
4,0,1,600000,1800000,8,417,5000000.0,3.0,2.7777777777777777,120000.0,2085000000.0,0
1,0,0,4700000,14000000,6,468,28300000.0,2.978723404255319,2.0214285714285714,2350000.0,13244400000.0,0
5,1,1,3000000,11800000,10,672,26200000.0,3.933333333333333,2.2203389830508473,500000.0,17606400000.0,1
5,0,0,4000000,13900000,6,530,30100000.0,3.475,2.1654676258992804,666666.6666666666,15953000000.0,0
1,0,1,3100000,11300000,14,824,25100000.0,3.6451612903225805,2.2212389380530975,1550000.0,20682400000.0,1
1,0,1,7700000,25500000,12,549,56200000.0,3.311688311688312,2.203921568627451,3850000.0,30853800000.0,0
5,0,1,4300000,9300000,10,450,22900000.0,2.1627906976744184,2.4623655913978495,716666.6666666666,10305000000.0,0
1,1,1,5800000,19500000,20,431,37700000.0,3.3620689655172415,1.9333333333333333,2900000.0,16248700000.0,0
3,1,1,3600000,10700000,16,312,22200000.0,2.9722222222222223,2.074766355140187,900000.0,6926400000.0,0
0,0,1,2900000,7600000,8,320,26300000.0,2.6206896551724137,3.460526315789474,2900000.0,8416000000.0,0
0,1,0,8800000,20200000,4,433,63100000.0,2.2954545454545454,3.123762376237624,8800000.0,27322300000.0,0
1,0,1,300000,1000000,10,431,1900000.0,3.3333333333333335,1.9,150000.0,818900000.0,0
5,0,1,8600000,28900000,8,516,48700000.0,3.36046511627907,1.685121107266436,1433333.3333333333,25129200000.0,0
2,0,1,3500000,12000000,14,476,23200000.0,3.4285714285714284,1.9333333333333333,1166666.6666666667,11043200000.0,0
5,1,0,800000,2600000,6,560,4300000.0,3.25,1.6538461538461537,133333.33333333334,2408000000.0,1
2,1,0,8000000,27100000,12,674,46500000.0,3.3875,1.7158671586715868,2666666.6666666665,31341000000.0,1
0,0,1,9900000,38200000,6,573,53200000.0,3.8585858585858586,1.3926701570680629,9900000.0,30483600000.0,1
2,0,0,3300000,6600000,6,331,19900000.0,2.0,3.015151515151515,1100000.0,6586900000.0,0
4,1,1,2000000,6700000,12,633,7700000.0,3.35,1.1492537313432836,400000.0,4874100000.0,1
3,0,0,4900000,12900000,18,877,30000000.0,2.63265306122449,2.3255813953488373,1225000.0,26310000000.0,1
5,0,1,9200000,23600000,12,656,53900000.0,2.5652173913043477,2.2838983050847457,1533333.3333333333,35358400000.0,1
0,0,0,7500000,18200000,6,782,43300000.0,2.4266666666666667,2.379120879120879,7500000.0,33860600000.0,1
5,0,0,9000000,29300000,4,531,61200000.0,3.2555555555555555,2.0887372013651877,1500000.0,32497200000.0,1
3,0,0,1400000,4100000,8,455,9400000.0,2.9285714285714284,2.292682926829268,350000.0,4277000000.0,0
3,1,0,9600000,19900000,14,452,55500000.0,2.0729166666666665,2.7889447236180906,2400000.0,25086000000.0,0
2,1,0,8400000,33200000,14,474,71500000.0,3.9523809523809526,2.1536144578313254,2800000.0,33891000000.0,0
3,0,0,6400000,24400000,4,483,33800000.0,3.8125,1.3852459016393444,1600000.0,16325400000.0,1
4,1,0,5900000,16800000,8,481,41100000.0,2.847457627118644,2.4464285714285716,1180000.0,19769100000.0,0
2,1,1,2200000,5100000,20,859,14500000.0,2.3181818181818183,2.843137254901961,733333.3333333334,12455500000.0,1
4,1,1,5600000,14100000,14,696,41500000.0,2.517857142857143,2.9432624113475176,1120000.0,28884000000.0,1
4,0,0,9800000,28700000,6,778,64800000.0,2.9285714285714284,2.2578397212543555,1960000.0,50414400000.0,1
4,1,0,4400000,14600000,4,499,29600000.0,3.3181818181818183,2.0273972602739727,880000.0,14770400000.0,1
2,0,1,2400000,4900000,4,888,19200000.0,2.0416666666666665,3.9183673469387754,800000.0,17049600000.0,1
1,1,0,4400000,10800000,12,674,34800000.0,2.4545454545454546,3.2222222222222223,2200000.0,23455200000.0,1
4,1,0,3700000,13200000,4,802,29000000.0,3.5675675675675675,2.196969696969697,740000.0,23258000000.0,1
4,0,1,2300000,7800000,8,540,12400000.0,3.391304347826087,1.5897435897435896,460000.0,6696000000.0,0
4,1,1,5900000,19600000,8,726,52300000.0,3.3220338983050848,2.6683673469387754,1180000.0,37969800000.0,1
4,0,1,6400000,23500000,2,485,37500000.0,3.671875,1.5957446808510638,1280000.0,18187500000.0,1
4,1,1,4900000,17100000,6,612,32800000.0,3.489795918367347,1.9181286549707601,980000.0,20073600000.0,1
3,0,1,9500000,24200000,8,879,59400000.0,2.5473684210526315,2.4545454545454546,2375000.0,52212600000.0,1
2,0,0,5700000,16400000,12,708,23900000.0,2.8771929824561404,1.4573170731707317,1900000.0,16921200000.0,1
2,0,1,2700000,5700000,8,850,22900000.0,2.111111111111111,4.017543859649122,900000.0,19465000000.0,1
2,0,1,3900000,11300000,12,516,18100000.0,2.8974358974358974,1.6017699115044248,1300000.0,9339600000.0,0
0,0,0,7800000,28800000,12,465,48400000.0,3.6923076923076925,1.6805555555555556,7800000.0,22506000000.0,0
0,1,0,1100000,3200000,20,716,8300000.0,2.909090909090909,2.59375,1100000.0,5942800000.0,1
4,0,0,200000,600000,10,404,500000.0,3.0,0.8333333333333334,40000.0,202000000.0,0
0,0,1,4700000,10600000,20,512,31700000.0,2.25531914893617,2.990566037735849,4700000.0,16230400000.0,0
3,0,1,8200000,20600000,10,441,62700000.0,2.5121951219512195,3.0436893203883497,2050000.0,27650700000.0,0
2,0,1,4600000,18400000,2,555,28500000.0,4.0,1.548913043478261,1533333.3333333333,15817500000.0,1
5,0,0,1800000,7000000,18,466,12600000.0,3.888888888888889,1.8,300000.0,5871600000.0,0
3,1,1,3200000,8600000,2,427,17500000.0,2.6875,2.0348837209302326,800000.0,7472500000.0,0
4,0,1,5500000,20000000,14,593,42600000.0,3.6363636363636362,2.13,1100000.0,25261800000.0,1
3,1,0,7900000,18300000,10,731,38200000.0,2.3164556962025316,2.087431693989071,1975000.0,27924200000.0,1
1,1,1,4000000,10100000,16,451,29100000.0,2.525,2.881188118811881,2000000.0,13124100000.0,0
3,0,1,6800000,16900000,18,628,25000000.0,2.485294117647059,1.4792899408284024,1700000.0,15700000000.0,1
1,0,0,2700000,9400000,18,704,16400000.0,3.4814814814814814,1.7446808510638299,1350000.0,11545600000.0,1
2,0,0,6800000,23500000,12,341,53900000.0,3.4558823529411766,2.293617021276596,2266666.6666666665,18379900000.0,0
5,1,0,8600000,21000000,8,465,56000000.0,2.441860465116279,2.6666666666666665,1433333.3333333333,26040000000.0,0
4,1,0,8000000,30100000,4,431,56000000.0,3.7625,1.8604651162790697,1600000.0,24136000000.0,1
1,1,1,3700000,12600000,10,424,25100000.0,3.4054054054054053,1.992063492063492,1850000.0,10642400000.0,0
0,1,0,2600000,5100000,14,678,10800000.0,1.9615384615384615,2.1176470588235294,2600000.0,7322400000.0,1
4,1,0,4200000,16800000,6,381,34100000.0,4.0,2.0297619047619047,840000.0,12992100000.0,0
5,1,1,8000000,28000000,10,449,41300000.0,3.5,1.475,1333333.3333333333,18543700000.0,0
1,0,0,7100000,23500000,12,768,48200000.0,3.3098591549295775,2.051063829787234,3550000.0,37017600000.0,1
0,0,0,2000000,7000000,6,666,6900000.0,3.5,0.9857142857142858,2000000.0,4595400000.0,0
4,0,1,5800000,13300000,14,742,48700000.0,2.293103448275862,3.661654135338346,1160000.0,36135400000.0,1
3,0,1,6700000,15800000,4,445,41300000.0,2.3582089552238807,2.6139240506329116,1675000.0,18378500000.0,0
2,1,0,7300000,28700000,14,634,41700000.0,3.9315068493150687,1.4529616724738676,2433333.3333333335,26437800000.0,1
4,0,0,3300000,9700000,14,782,15100000.0,2.9393939393939394,1.556701030927835,660000.0,11808200000.0,1
0,1,0,3000000,7000000,10,781,22200000.0,2.3333333333333335,3.1714285714285713,3000000.0,17338200000.0,1
4,0,0,7900000,17200000,14,318,55900000.0,2.1772151898734178,3.25,1580000.0,17776200000.0,0
5,0,0,7600000,24100000,18,721,63500000.0,3.1710526315789473,2.6348547717842323,1266666.6666666667,45783500000.0,1
5,0,0,3700000,9800000,4,563,28800000.0,2.6486486486486487,2.938775510204082,616666.6666666666,16214400000.0,1
2,0,0,8400000,26300000,4,419,66200000.0,3.130952380952381,2.517110266159696,2800000.0,27737800000.0,1
0,1,1,8200000,20800000,14,372,35200000.0,2.5365853658536586,1.6923076923076923,8200000.0,13094400000.0,0
0,0,0,2900000,9500000,18,885,16600000.0,3.2758620689655173,1.7473684210526317,2900000.0,14691000000.0,1
1,0,1,9900000,38400000,12,596,62600000.0,3.878787878787879,1.6302083333333333,4950000.0,37309600000.0,1
0,1,0,4400000,14100000,2,349,19600000.0,3.2045454545454546,1.3900709219858156,4400000.0,6840400000.0,1
1,0,1,9000000,32200000,16,468,60400000.0,3.577777777777778,1.875776397515528,4500000.0,28267200000.0,0
3,0,1,6800000,26900000,16,818,58700000.0,3.9558823529411766,2.1821561338289963,1700000.0,48016600000.0,1
2,0,0,8700000,28000000,12,543,52500000.0,3.218390804597701,1.875,2900000.0,28507500000.0,0
3,1,0,9400000,21900000,16,685,53200000.0,2.3297872340425534,2.4292237442922375,2350000.0,36442000000.0,1
3,0,1,6000000,12500000,18,851,41400000.0,2.0833333333333335,3.312,1500000.0,35231400000.0,1
1,0,1,9400000,29800000,10,377,85200000.0,3.1702127659574466,2.859060402684564,4700000.0,32120400000.0,0
0,0,1,1000000,4000000,10,620,8500000.0,4.0,2.125,1000000.0,5270000000.0,1
3,1,1,900000,2300000,20,611,4500000.0,2.5555555555555554,1.9565217391304348,225000.0,2749500000.0,1
4,0,0,2100000,7700000,4,767,11100000.0,3.6666666666666665,1.4415584415584415,420000.0,8513700000.0,1
5,1,1,1100000,3200000,20,592,7900000.0,2.909090909090909,2.46875,183333.33333333334,4676800000.0,1
0,1,1,600000,2300000,4,319,5400000.0,3.8333333333333335,2.347826086956522,600000.0,1722600000.0,1
4,0,1,9200000,25500000,10,900,60100000.0,2.7717391304347827,2.3568627450980393,1840000.0,54090000000.0,1
2,0,1,3600000,12800000,18,814,27100000.0,3.5555555555555554,2.1171875,1200000.0,22059400000.0,1
5,0,1,1300000,5000000,10,755,11000000.0,3.8461538461538463,2.2,216666.66666666666,8305000000.0,1
5,1,1,7700000,16800000,20,584,44800000.0,2.1818181818181817,2.6666666666666665,1283333.3333333333,26163200000.0,1
4,1,1,9500000,23500000,14,380,62000000.0,2.473684210526316,2.6382978723404253,1900000.0,23560000000.0,0
2,0,1,5000000,17600000,20,465,33100000.0,3.52,1.8806818181818181,1666666.6666666667,15391500000.0,0
0,0,0,500000,1800000,2,531,4400000.0,3.6,2.4444444444444446,500000.0,2336400000.0,1
1,1,1,8300000,32100000,16,814,57600000.0,3.8674698795180724,1.794392523364486,4150000.0,46886400000.0,1
0,1,0,5300000,17900000,6,678,26600000.0,3.3773584905660377,1.4860335195530727,5300000.0,18034800000.0,1
2,0,1,9300000,29000000,12,655,49500000.0,3.118279569892473,1.706896551724138,3100000.0,32422500000.0,1
3,0,0,2300000,7400000,2,682,18600000.0,3.217391304347826,2.5135135135135136,575000.0,12685200000.0,1
1,0,0,400000,1300000,6,695,1600000.0,3.25,1.2307692307692308,200000.0,1112000000.0,1
3,0,0,3200000,10800000,4,833,14900000.0,3.375,1.3796296296296295,800000.0,12411700000.0,1
5,0,1,9400000,35300000,16,302,66500000.0,3.75531914893617,1.8838526912181304,1566666.6666666667,20083000000.0,0
1,1,0,2300000,6600000,2,357,14300000.0,2.869565217391304,2.1666666666666665,1150000.0,5105100000.0,0
5,0,0,4300000,14500000,12,302,34400000.0,3.372093023255814,2.372413793103448,716666.6666666666,10388800000.0,0
0,1,1,6200000,22400000,18,873,46300000.0,3.6129032258064515,2.0669642857142856,6200000.0,40419900000.0,1
0,0,1,7200000,19800000,12,658,53100000.0,2.75,2.6818181818181817,7200000.0,34939800000.0,1
5,1,1,2400000,8700000,18,877,13900000.0,3.625,1.5977011494252873,400000.0,12190300000.0,1
3,0,0,2900000,6300000,8,648,15800000.0,2.1724137931034484,2.507936507936508,725000.0,10238400000.0,1
1,1,0,1400000,5200000,12,730,7300000.0,3.7142857142857144,1.4038461538461537,700000.0,5329000000.0,1
4,0,1,2200000,8200000,14,737,18200000.0,3.727272727272727,2.2195121951219514,440000.0,13413400000.0,1
2,1,1,800000,3200000,10,584,3000000.0,4.0,0.9375,266666.6666666667,1752000000.0,0
0,1,0,600000,1700000,2,621,3000000.0,2.8333333333333335,1.7647058823529411,600000.0,1863000000.0,1
4,1,1,700000,2700000,16,583,4000000.0,3.857142857142857,1.4814814814814814,140000.0,2332000000.0,1
2,0,0,8400000,25900000,16,621,59700000.0,3.0833333333333335,2.305019305019305,2800000.0,37073700000.0,1
2,0,0,7100000,21500000,16,610,41400000.0,3.028169014084507,1.9255813953488372,2366666.6666666665,25254000000.0,1
4,1,0,5400000,15700000,18,452,39400000.0,2.9074074074074074,2.5095541401273884,1080000.0,17808800000.0,0
5,1,0,3700000,7300000,18,339,28600000.0,1.972972972972973,3.9178082191780823,616666.6666666666,9695400000.0,0
3,1,1,5200000,15200000,16,650,24600000.0,2.923076923076923,1.618421052631579,1300000.0,15990000000.0,1
4,0,1,200000,700000,10,672,1000000.0,3.5,1.4285714285714286,40000.0,672000000.0,1
3,1,0,500000,1000000,20,501,2700000.0,2.0,2.7,125000.0,1352700000.0,0
2,0,1,1800000,5700000,4,809,11800000.0,3.1666666666666665,2.0701754385964914,600000.0,9546200000.0,1
5,1,1,9200000,29400000,8,318,63100000.0,3.1956521739130435,2.1462585034013606,1533333.3333333333,20065800000.0,0
4,0,0,900000,3300000,10,649,3400000.0,3.6666666666666665,1.0303030303030303,180000.0,2206600000.0,1
3,0,0,7500000,28300000,12,367,50200000.0,3.7733333333333334,1.773851590106007,1875000.0,18423400000.0,0
5,0,0,3000000,11800000,6,847,19800000.0,3.933333333333333,1.6779661016949152,500000.0,16770600000.0,1
5,1,0,7100000,18900000,12,360,40100000.0,2.6619718309859155,2.121693121693122,1183333.3333333333,14436000000.0,0
1,1,1,3500000,7200000,2,865,23400000.0,2.057142857142857,3.25,1750000.0,20241000000.0,1
4,0,0,4900000,18800000,16,880,24700000.0,3.836734693877551,1.3138297872340425,980000.0,21736000000.0,1
1,1,0,4100000,8400000,20,608,23800000.0,2.048780487804878,2.8333333333333335,2050000.0,14470400000.0,1
0,1,1,800000,2100000,6,760,2600000.0,2.625,1.2380952380952381,800000.0,1976000000.0,1
3,1,1,1700000,4600000,12,385,9700000.0,2.7058823529411766,2.108695652173913,425000.0,3734500000.0,0
0,1,1,6100000,23300000,12,478,28700000.0,3.819672131147541,1.2317596566523605,6100000.0,13718600000.0,0
1,1,1,2100000,7700000,16,327,12500000.0,3.6666666666666665,1.6233766233766234,1050000.0,4087500000.0,0
0,1,0,3100000,9300000,6,663,14600000.0,3.0,1.5698924731182795,3100000.0,9679800000.0,1
2,0,1,1700000,3500000,20,693,10100000.0,2.0588235294117645,2.8857142857142857,566666.6666666666,6999300000.0,1
3,1,0,1700000,5400000,6,710,13000000.0,3.176470588235294,2.4074074074074074,425000.0,9230000000.0,1
4,0,1,4000000,14500000,6,711,23100000.0,3.625,1.5931034482758621,800000.0,16424100000.0,1
5,1,0,5600000,18400000,8,386,34900000.0,3.2857142857142856,1.8967391304347827,933333.3333333334,13471400000.0,0
4,1,1,3900000,11900000,10,855,27200000.0,3.051282051282051,2.2857142857142856,780000.0,23256000000.0,1
4,1,1,6100000,15300000,14,573,32700000.0,2.5081967213114753,2.1372549019607843,1220000.0,18737100000.0,1
0,1,1,1100000,2800000,18,431,6500000.0,2.5454545454545454,2.3214285714285716,1100000.0,2801500000.0,0
2,1,0,5500000,14800000,8,364,34600000.0,2.690909090909091,2.3378378378378377,1833333.3333333333,12594400000.0,0
4,1,1,1100000,3600000,14,711,7200000.0,3.272727272727273,2.0,220000.0,5119200000.0,1
4,0,1,400000,900000,20,771,3600000.0,2.25,4.0,80000.0,2775600000.0,1
3,1,0,9200000,36400000,18,669,59000000.0,3.9565217391304346,1.620879120879121,2300000.0,39471000000.0,1
4,0,1,9300000,27500000,18,338,63500000.0,2.956989247311828,2.309090909090909,1860000.0,21463000000.0,0
1,1,0,1100000,3500000,8,562,7200000.0,3.1818181818181817,2.057142857142857,550000.0,4046400000.0,1
3,0,0,5600000,18700000,2,769,38300000.0,3.3392857142857144,2.0481283422459895,1400000.0,29452700000.0,1
0,1,1,6300000,21500000,8,629,31200000.0,3.4126984126984126,1.4511627906976745,6300000.0,19624800000.0,1
3,1,0,8800000,18100000,6,699,36400000.0,2.0568181818181817,2.0110497237569063,2200000.0,25443600000.0,1
0,0,0,8400000,20800000,20,590,56900000.0,2.4761904761904763,2.735576923076923,8400000.0,33571000000.0,1
3,1,1,1600000,5700000,4,707,14500000.0,3.5625,2.543859649122807,400000.0,10251500000.0,1
3,0,1,4500000,11400000,8,391,29700000.0,2.533333333333333,2.6052631578947367,1125000.0,11612700000.0,0
5,0,0,6500000,18500000,4,891,47600000.0,2.8461538461538463,2.572972972972973,1083333.3333333333,42411600000.0,1
3,1,1,9500000,20600000,2,731,47100000.0,2.168421052631579,2.2864077669902914,2375000.0,34430100000.0,1
3,0,0,4700000,16700000,12,775,26500000.0,3.5531914893617023,1.5868263473053892,1175000.0,20537500000.0,1
5,1,1,9600000,32400000,2,897,51900000.0,3.375,1.6018518518518519,1600000.0,46554300000.0,1
5,1,0,8000000,26700000,20,794,60400000.0,3.3375,2.262172284644195,1333333.3333333333,47957600000.0,1
2,1,0,7700000,16700000,6,555,42400000.0,2.168831168831169,2.538922155688623,2566666.6666666665,23532000000.0,1
1,0,1,3600000,10300000,12,536,22200000.0,2.861111111111111,2.1553398058252426,1800000.0,11899200000.0,0
2,0,0,700000,1700000,10,839,3700000.0,2.4285714285714284,2.176470588235294,233333.33333333334,3104300000.0,1
0,1,1,1400000,5100000,6,890,13100000.0,3.642857142857143,2.5686274509803924,1400000.0,11659000000.0,1
